ruido,frec_obs,periodo,n_seg,n_meses,ok
1.2000000000000002,21,60,20,6,0.0
1.2000000000000002,21,60,20,9,0.0
1.2000000000000002,21,60,20,12,0.1
1.2000000000000002,21,90,20,3,0.1
1.2000000000000002,21,90,20,6,0.4
1.2000000000000002,21,90,20,9,0.0
1.2000000000000002,21,90,20,12,0.4
1.2000000000000002,21,120,20,3,0.0
1.2000000000000002,21,120,20,6,0.5
1.2000000000000002,21,120,20,9,0.4
1.2000000000000002,21,120,20,12,0.5
1.2000000000000002,21,150,20,3,0.2
1.2000000000000002,21,150,20,6,0.3
1.2000000000000002,21,150,20,9,0.1
1.2000000000000002,21,150,20,12,0.4
1.2000000000000002,21,180,20,3,0.4
1.2000000000000002,21,180,20,6,0.0
1.2000000000000002,21,180,20,9,0.4
1.2000000000000002,21,180,20,12,0.1
1.2000000000000002,21,210,20,3,0.5
1.2000000000000002,21,210,20,6,0.2
1.2000000000000002,21,210,20,9,0.0
1.2000000000000002,21,210,20,12,0.4
1.2000000000000002,21,240,20,3,0.3
1.2000000000000002,21,240,20,6,0.4
1.2000000000000002,21,240,20,9,0.1
1.2000000000000002,21,240,20,12,0.1
1.2000000000000002,21,270,20,3,0.0
1.2000000000000002,21,270,20,6,0.0
1.2000000000000002,21,270,20,9,0.1
1.2000000000000002,21,270,20,12,0.0
1.2000000000000002,21,300,20,3,0.4
1.2000000000000002,21,300,20,6,0.8
1.2000000000000002,21,300,20,9,0.2
1.2000000000000002,21,300,20,12,0.7
1.2000000000000002,21,330,20,3,0.6
1.2000000000000002,21,330,20,6,0.1
1.2000000000000002,21,330,20,9,0.5
1.2000000000000002,21,330,20,12,0.3
1.2000000000000002,21,360,20,3,0.1
1.2000000000000002,21,360,20,6,0.2
1.2000000000000002,21,360,20,9,0.6
1.2000000000000002,21,360,20,12,0.6
1.2000000000000002,28,30,20,3,0.1
1.2000000000000002,28,30,20,6,0.2
1.2000000000000002,28,30,20,9,0.0
1.2000000000000002,28,30,20,12,0.5
1.2000000000000002,28,60,20,3,0.3
1.2000000000000002,28,60,20,6,0.2
1.2000000000000002,28,60,20,9,0.5
1.2000000000000002,28,60,20,12,0.4
1.2000000000000002,28,90,20,3,0.2
1.2000000000000002,28,90,20,6,0.1
1.2000000000000002,28,90,20,9,0.3
1.2000000000000002,28,90,20,12,0.2
1.2000000000000002,28,120,20,3,0.2
1.2000000000000002,28,120,20,6,0.0
1.2000000000000002,28,120,20,9,0.7
1.2000000000000002,28,120,20,12,0.0
1.2000000000000002,28,150,20,3,0.0
1.2000000000000002,28,150,20,6,0.4
1.2000000000000002,28,150,20,9,0.2
1.2000000000000002,28,150,20,12,0.6
1.2000000000000002,28,180,20,3,0.1
1.2000000000000002,28,180,20,6,0.4
1.2000000000000002,28,180,20,9,0.2
1.2000000000000002,28,180,20,12,0.1
1.2000000000000002,28,210,20,3,0.0
1.2000000000000002,28,210,20,6,0.2
1.2000000000000002,28,210,20,9,0.4
1.2000000000000002,28,210,20,12,0.4
1.2000000000000002,28,240,20,3,0.2
1.2000000000000002,28,240,20,6,0.0
1.2000000000000002,28,240,20,9,0.1
1.2000000000000002,28,240,20,12,0.2
1.2000000000000002,28,270,20,3,0.1
1.2000000000000002,28,270,20,6,0.0
1.2000000000000002,28,270,20,9,0.3
1.2000000000000002,28,270,20,12,0.6
1.2000000000000002,28,300,20,3,0.3
1.2000000000000002,28,300,20,6,0.3
1.2000000000000002,28,300,20,9,0.0
1.2000000000000002,28,300,20,12,0.2
1.2000000000000002,28,330,20,3,0.7
1.2000000000000002,28,330,20,6,0.3
1.2000000000000002,28,330,20,9,0.3
1.2000000000000002,28,330,20,12,0.0
1.2000000000000002,28,360,20,3,0.3
1.2000000000000002,28,360,20,6,0.3
1.2000000000000002,28,360,20,9,0.5
1.2000000000000002,28,360,20,12,0.0
1.3,7,30,20,3,0.1
1.3,7,30,20,6,0.7
1.3,7,30,20,9,0.3
1.3,7,30,20,12,0.1
1.3,7,60,20,3,0.3
1.3,7,60,20,6,0.1
1.3,7,60,20,9,0.5
1.3,7,60,20,12,0.7
1.3,7,90,20,3,0.0
1.3,7,90,20,6,0.3
1.3,7,90,20,9,0.3
1.3,7,90,20,12,0.7
1.3,7,120,20,3,0.2
1.3,7,120,20,6,0.3
1.3,7,120,20,9,0.2
1.3,7,120,20,12,0.2
1.3,7,150,20,3,0.6
1.3,7,150,20,6,0.0
1.3,7,150,20,9,0.1
1.3,7,150,20,12,0.6
1.3,7,180,20,3,0.8
1.3,7,180,20,6,0.2
1.3,7,180,20,9,0.0
1.3,7,180,20,12,0.7
1.3,7,210,20,3,0.3
1.3,7,210,20,6,0.3
1.3,7,210,20,9,0.1
1.3,7,210,20,12,0.6
1.3,7,240,20,3,0.4
1.3,7,240,20,6,0.3
1.3,7,240,20,9,0.6
1.3,7,240,20,12,0.8
1.3,7,270,20,3,0.1
1.3,7,270,20,6,0.0
1.3,7,270,20,9,0.3
1.3,7,270,20,12,0.3
1.3,7,300,20,3,0.4
1.3,7,300,20,6,0.3
1.3,7,300,20,9,0.3
1.3,7,300,20,12,0.4
1.3,7,330,20,3,0.3
1.3,7,330,20,6,0.4
1.3,7,330,20,9,0.0
1.3,7,330,20,12,0.0
1.3,7,360,20,3,0.6
1.3,7,360,20,6,0.4
1.3,7,360,20,9,0.5
1.3,7,360,20,12,0.4
1.3,14,30,20,3,0.0
1.3,14,30,20,6,0.4
1.3,14,30,20,9,0.0
1.3,14,30,20,12,0.8
1.3,14,60,20,3,0.1
1.3,14,60,20,6,0.1
1.3,14,60,20,9,0.3
1.3,14,60,20,12,0.7
1.3,14,90,20,3,0.1
1.3,14,90,20,6,0.2
1.3,14,90,20,9,0.8
1.3,14,90,20,12,0.3
1.3,14,120,20,3,0.0
1.3,14,120,20,6,0.4
1.3,14,120,20,9,0.4
1.3,14,120,20,12,0.2
1.3,14,150,20,3,0.2
1.3,14,150,20,6,0.3
1.3,14,150,20,9,0.0
1.3,14,150,20,12,0.4
1.3,14,180,20,3,0.2
1.3,14,180,20,6,0.4
1.3,14,180,20,9,0.2
1.3,14,180,20,12,0.3
1.3,14,210,20,3,0.0
1.3,14,210,20,6,0.3
1.3,14,210,20,9,0.0
1.3,14,210,20,12,0.1
1.3,14,240,20,3,0.8
1.3,14,240,20,6,0.5
1.3,14,240,20,9,0.1
1.3,14,240,20,12,0.2
1.3,14,270,20,3,0.3
1.3,14,270,20,6,0.4
1.3,14,270,20,9,0.5
1.3,14,270,20,12,0.1
1.3,14,300,20,3,0.2
1.3,14,300,20,6,0.0
1.3,14,300,20,9,0.2
1.3,14,300,20,12,0.0
1.3,14,330,20,3,0.5
1.3,14,330,20,6,0.2
1.3,14,330,20,9,0.1
1.3,14,330,20,12,0.5
1.3,14,360,20,3,0.0
1.3,14,360,20,6,0.1
1.3,14,360,20,9,0.3
1.3,14,360,20,12,0.0
1.3,21,30,20,3,0.0
1.3,21,30,20,6,0.6
1.3,21,30,20,9,0.3
1.3,21,30,20,12,0.1
1.3,21,60,20,3,0.0
1.3,21,60,20,6,0.0
1.3,21,60,20,9,0.1
1.3,21,60,20,12,0.0
1.3,21,90,20,3,0.5
1.3,21,90,20,6,0.0
1.3,21,90,20,9,0.0
1.3,21,90,20,12,0.0
1.3,21,120,20,3,0.3
1.3,21,120,20,6,0.5
1.3,21,120,20,9,0.5
1.3,21,120,20,12,0.0
1.3,21,150,20,3,0.0
1.3,21,150,20,6,0.3
1.3,21,150,20,9,0.2
1.3,21,150,20,12,0.2
1.3,21,180,20,3,0.1
1.3,21,180,20,6,0.0
1.3,21,180,20,9,0.1
1.3,21,180,20,12,0.0
1.3,21,210,20,3,0.0
1.3,21,210,20,6,0.2
1.3,21,210,20,9,0.3
1.3,21,210,20,12,0.4
1.3,21,240,20,3,0.4
1.3,21,240,20,6,0.3
1.3,21,240,20,9,0.0
1.3,21,240,20,12,0.0
1.3,21,270,20,3,0.1
1.3,21,270,20,6,0.0
1.3,21,270,20,9,0.1
1.3,21,270,20,12,0.0
1.3,21,300,20,3,0.2
1.3,21,300,20,6,0.0
1.3,21,300,20,9,0.6
1.3,21,300,20,12,0.2
1.3,21,330,20,3,0.1
1.3,21,330,20,6,0.3
1.3,21,330,20,9,0.7
1.3,21,330,20,12,0.2
1.3,21,360,20,3,0.1
1.3,21,360,20,6,0.1
1.3,21,360,20,9,0.4
1.3,21,360,20,12,0.0
1.3,28,30,20,3,0.2
1.3,28,30,20,6,0.0
1.3,28,30,20,9,0.2
1.3,28,30,20,12,0.3
1.3,28,60,20,3,0.4
1.3,28,60,20,6,0.1
1.3,28,60,20,9,0.0
1.3,28,60,20,12,0.1
1.3,28,90,20,3,0.1
1.3,28,90,20,6,0.2
1.3,28,90,20,9,0.1
1.3,28,90,20,12,0.0
1.3,28,120,20,3,0.4
1.3,28,120,20,6,0.1
1.3,28,120,20,9,0.0
1.3,28,120,20,12,0.0
1.3,28,150,20,3,0.1
1.3,28,150,20,6,0.0
1.3,28,150,20,9,0.7
1.3,28,150,20,12,0.0
1.3,28,180,20,3,0.0
1.3,28,180,20,6,0.1
1.3,28,180,20,9,0.0
1.3,28,180,20,12,0.5
1.3,28,210,20,3,0.2
1.3,28,210,20,6,0.4
1.3,28,210,20,9,0.3
1.3,28,210,20,12,0.3
1.3,28,240,20,3,0.2
1.3,28,240,20,6,0.2
1.3,28,240,20,9,0.1
1.3,28,240,20,12,0.0
1.3,28,270,20,3,0.3
1.3,28,270,20,6,0.1
1.3,28,270,20,9,0.3
1.3,28,270,20,12,0.3
1.3,28,300,20,3,0.1
1.3,28,300,20,6,0.1
1.3,28,300,20,9,0.5
1.3,28,300,20,12,0.6
1.3,28,330,20,3,0.4
1.3,28,330,20,6,0.0
1.3,28,330,20,9,0.1
1.3,28,330,20,12,0.1
1.3,28,360,20,3,0.0
1.3,28,360,20,6,0.1
1.3,28,360,20,9,0.5
1.3,28,360,20,12,0.0
1.4000000000000001,7,30,20,3,0.1
1.4000000000000001,7,30,20,6,0.1
1.4000000000000001,7,30,20,9,0.6
1.4000000000000001,7,30,20,12,0.2
1.4000000000000001,7,60,20,3,0.4
1.4000000000000001,7,60,20,6,0.1
1.4000000000000001,7,60,20,9,0.5
1.4000000000000001,7,60,20,12,0.5
1.4000000000000001,7,90,20,3,0.1
1.4000000000000001,7,90,20,6,0.0
1.4000000000000001,7,90,20,9,0.2
1.4000000000000001,7,90,20,12,0.0
1.4000000000000001,7,120,20,3,0.2
1.4000000000000001,7,120,20,6,0.5
1.4000000000000001,7,120,20,9,0.4
1.4000000000000001,7,120,20,12,0.4
1.4000000000000001,7,150,20,3,0.2
1.4000000000000001,7,150,20,6,0.0
1.4000000000000001,7,150,20,9,0.3
1.4000000000000001,7,150,20,12,0.3
1.4000000000000001,7,180,20,3,0.1
1.4000000000000001,7,180,20,6,0.2
1.4000000000000001,7,180,20,9,0.2
1.4000000000000001,7,180,20,12,0.4
1.4000000000000001,7,210,20,3,0.0
1.4000000000000001,7,210,20,6,0.3
1.4000000000000001,7,210,20,9,0.0
1.4000000000000001,7,210,20,12,0.2
1.4000000000000001,7,240,20,3,0.3
1.4000000000000001,7,240,20,6,0.5
1.4000000000000001,7,240,20,9,0.7
1.4000000000000001,7,240,20,12,0.0
1.4000000000000001,7,270,20,3,0.1
1.4000000000000001,7,270,20,6,0.0
1.4000000000000001,7,270,20,9,0.0
1.4000000000000001,7,270,20,12,0.9
1.4000000000000001,7,300,20,3,0.9
1.4000000000000001,7,300,20,6,0.0
1.4000000000000001,7,300,20,9,0.3
1.4000000000000001,7,300,20,12,0.6
1.4000000000000001,7,330,20,3,0.0
1.4000000000000001,7,330,20,6,0.5
1.4000000000000001,7,330,20,9,0.2
1.4000000000000001,7,330,20,12,0.2
1.4000000000000001,7,360,20,3,0.7
1.4000000000000001,7,360,20,6,0.2
1.4000000000000001,7,360,20,9,0.4
1.4000000000000001,7,360,20,12,0.2
1.4000000000000001,14,30,20,3,0.0
1.4000000000000001,14,30,20,6,0.3
1.4000000000000001,14,30,20,9,0.0
1.4000000000000001,14,30,20,12,0.4
1.4000000000000001,14,60,20,3,0.0
1.4000000000000001,14,60,20,6,0.1
1.4000000000000001,14,60,20,9,0.2
1.4000000000000001,14,60,20,12,0.0
1.4000000000000001,14,90,20,3,0.1
1.4000000000000001,14,90,20,6,0.0
1.4000000000000001,14,90,20,9,0.6
1.4000000000000001,14,90,20,12,0.5
1.4000000000000001,14,120,20,3,0.1
1.4000000000000001,14,120,20,6,0.4
1.4000000000000001,14,120,20,9,0.3
1.4000000000000001,14,120,20,12,0.4
1.4000000000000001,14,150,20,3,0.1
1.4000000000000001,14,150,20,6,0.1
1.4000000000000001,14,150,20,9,0.0
1.4000000000000001,14,150,20,12,0.3
1.4000000000000001,14,180,20,3,0.5
1.4000000000000001,14,180,20,6,0.5
1.4000000000000001,14,180,20,9,0.2
1.4000000000000001,14,180,20,12,0.3
1.4000000000000001,14,210,20,3,0.1
1.4000000000000001,14,210,20,6,0.5
1.4000000000000001,14,210,20,9,0.3
1.4000000000000001,14,210,20,12,0.3
1.4000000000000001,14,240,20,3,0.3
1.4000000000000001,14,240,20,6,0.3
1.4000000000000001,14,240,20,9,0.5
1.4000000000000001,14,240,20,12,0.1
1.4000000000000001,14,270,20,3,0.3
1.4000000000000001,14,270,20,6,0.8
1.4000000000000001,14,270,20,9,0.0
1.4000000000000001,14,270,20,12,0.4
1.4000000000000001,14,300,20,3,0.1
1.4000000000000001,14,300,20,6,0.3
1.4000000000000001,14,300,20,9,0.6
1.4000000000000001,14,300,20,12,0.2
1.4000000000000001,14,330,20,3,0.5
1.4000000000000001,14,330,20,6,0.3
1.4000000000000001,14,330,20,9,0.1
1.4000000000000001,14,330,20,12,0.4
1.4000000000000001,14,360,20,3,0.6
1.4000000000000001,14,360,20,6,0.3
1.4000000000000001,14,360,20,9,0.5
1.4000000000000001,14,360,20,12,0.3
1.4000000000000001,21,30,20,3,0.6
1.4000000000000001,21,30,20,6,0.3
1.4000000000000001,21,30,20,9,0.2
1.4000000000000001,21,30,20,12,0.2
1.4000000000000001,21,60,20,3,0.2
1.4000000000000001,21,60,20,6,0.1
1.4000000000000001,21,60,20,9,0.0
1.4000000000000001,21,60,20,12,0.1
1.4000000000000001,21,90,20,3,0.0
1.4000000000000001,21,90,20,6,0.0
1.4000000000000001,21,90,20,9,0.1
1.4000000000000001,21,90,20,12,0.3
1.4000000000000001,21,120,20,3,0.2
1.4000000000000001,21,120,20,6,0.1
1.4000000000000001,21,120,20,9,0.4
1.4000000000000001,21,120,20,12,0.5
1.4000000000000001,21,150,20,3,0.0
1.4000000000000001,21,150,20,6,0.3
1.4000000000000001,21,150,20,9,0.3
1.4000000000000001,21,150,20,12,0.0
1.4000000000000001,21,180,20,3,0.3
1.4000000000000001,21,180,20,6,0.2
1.4000000000000001,21,180,20,9,0.1
1.4000000000000001,21,180,20,12,0.3
1.4000000000000001,21,210,20,3,0.7
1.4000000000000001,21,210,20,6,0.3
1.4000000000000001,21,210,20,9,0.1
1.4000000000000001,21,210,20,12,0.2
1.4000000000000001,21,240,20,3,0.0
1.4000000000000001,21,240,20,6,0.3
1.4000000000000001,21,240,20,9,0.2
1.4000000000000001,21,240,20,12,0.7
1.4000000000000001,21,270,20,3,0.3
1.4000000000000001,21,270,20,6,0.3
1.4000000000000001,21,270,20,9,0.1
1.4000000000000001,21,270,20,12,0.3
1.4000000000000001,21,300,20,3,0.6
1.4000000000000001,21,300,20,6,0.1
1.4000000000000001,21,300,20,9,0.7
1.4000000000000001,21,300,20,12,0.2
1.4000000000000001,21,330,20,3,0.2
1.4000000000000001,21,330,20,6,0.1
1.4000000000000001,21,330,20,9,0.3
1.4000000000000001,21,330,20,12,0.1
1.4000000000000001,21,360,20,3,0.1
1.4000000000000001,21,360,20,6,0.0
1.4000000000000001,21,360,20,9,0.4
1.4000000000000001,21,360,20,12,0.0
1.4000000000000001,28,30,20,3,0.0
1.4000000000000001,28,30,20,6,0.0
1.4000000000000001,28,30,20,9,0.6
1.4000000000000001,28,30,20,12,0.0
1.4000000000000001,28,60,20,3,0.5
1.4000000000000001,28,60,20,6,0.3
1.4000000000000001,28,60,20,9,0.1
1.4000000000000001,28,60,20,12,0.5
1.4000000000000001,28,90,20,3,0.1
1.4000000000000001,28,90,20,6,0.1
1.4000000000000001,28,90,20,9,0.0
1.4000000000000001,28,90,20,12,0.3
1.4000000000000001,28,120,20,3,0.3
1.4000000000000001,28,120,20,6,0.2
1.4000000000000001,28,120,20,9,0.6
1.4000000000000001,28,120,20,12,0.4
1.4000000000000001,28,150,20,3,0.2
1.4000000000000001,28,150,20,6,0.8
1.4000000000000001,28,150,20,9,0.0
1.4000000000000001,28,150,20,12,0.3
1.4000000000000001,28,180,20,3,0.0
1.4000000000000001,28,180,20,6,0.9
1.4000000000000001,28,180,20,9,0.1
1.4000000000000001,28,180,20,12,0.0
1.4000000000000001,28,210,20,3,0.2
1.4000000000000001,28,210,20,6,0.3
1.4000000000000001,28,210,20,9,0.0
1.4000000000000001,28,210,20,12,0.0
1.4000000000000001,28,240,20,3,0.4
1.4000000000000001,28,240,20,6,0.5
1.4000000000000001,28,240,20,9,0.1
1.4000000000000001,28,240,20,12,0.4
1.4000000000000001,28,270,20,3,0.0
1.4000000000000001,28,270,20,6,0.2
1.4000000000000001,28,270,20,9,0.4
1.4000000000000001,28,270,20,12,0.1
1.4000000000000001,28,300,20,3,0.0
1.4000000000000001,28,300,20,6,0.3
1.4000000000000001,28,300,20,9,0.3
1.4000000000000001,28,300,20,12,0.2
1.4000000000000001,28,330,20,3,0.2
1.4000000000000001,28,330,20,6,0.7
1.4000000000000001,28,330,20,9,0.0
1.4000000000000001,28,330,20,12,0.1
1.4000000000000001,28,360,20,3,0.0
1.4000000000000001,28,360,20,6,0.5
1.4000000000000001,28,360,20,9,0.2
1.4000000000000001,28,360,20,12,0.6
1.5,7,30,20,3,0.1
1.5,7,30,20,6,0.2
1.5,7,30,20,9,0.4
1.5,7,30,20,12,0.3
1.5,7,60,20,3,0.1
1.5,7,60,20,6,0.1
1.5,7,60,20,9,0.5
1.5,7,60,20,12,0.3
1.5,7,90,20,3,0.2
1.5,7,90,20,6,0.2
1.5,7,90,20,9,0.3
1.5,7,90,20,12,0.1
1.5,7,120,20,3,0.1
1.5,7,120,20,6,0.3
1.5,7,120,20,9,0.2
1.5,7,120,20,12,0.3
1.5,7,150,20,3,0.3
1.5,7,150,20,6,0.1
1.5,7,150,20,9,0.3
1.5,7,150,20,12,0.7
1.5,7,180,20,3,0.0
1.5,7,180,20,6,0.5
1.5,7,180,20,9,0.4
1.5,7,180,20,12,0.0
1.5,7,210,20,3,0.6
1.5,7,210,20,6,0.1
1.5,7,210,20,9,0.2
1.5,7,210,20,12,0.5
1.5,7,240,20,3,0.2
1.5,7,240,20,6,0.5
1.5,7,240,20,9,0.3
1.5,7,240,20,12,0.3
1.5,7,270,20,3,0.0
1.5,7,270,20,6,0.8
1.5,7,270,20,9,0.3
1.5,7,270,20,12,1.0
1.5,7,300,20,3,0.1
1.5,7,300,20,6,0.6
1.5,7,300,20,9,0.4
1.5,7,300,20,12,0.3
1.5,7,330,20,3,0.1
1.5,7,330,20,6,0.0
1.5,7,330,20,9,0.2
1.5,7,330,20,12,0.7
1.5,7,360,20,3,0.0
1.5,7,360,20,6,0.2
1.5,7,360,20,9,0.1
1.5,7,360,20,12,0.4
1.5,14,30,20,3,0.1
1.5,14,30,20,6,0.0
1.5,14,30,20,9,0.0
1.5,14,30,20,12,0.4
1.5,14,60,20,3,0.1
1.5,14,60,20,6,0.3
1.5,14,60,20,9,0.6
1.5,14,60,20,12,0.5
1.5,14,90,20,3,0.0
1.5,14,90,20,6,0.5
1.5,14,90,20,9,0.4
1.5,14,90,20,12,0.4
1.5,14,120,20,3,0.0
1.5,14,120,20,6,0.1
1.5,14,120,20,9,0.0
1.5,14,120,20,12,0.1
1.5,14,150,20,3,0.5
1.5,14,150,20,6,0.3
1.5,14,150,20,9,0.1
1.5,14,150,20,12,0.0
1.5,14,180,20,3,0.0
1.5,14,180,20,6,0.2
1.5,14,180,20,9,0.4
1.5,14,180,20,12,0.5
1.5,14,210,20,3,0.1
1.5,14,210,20,6,0.2
1.5,14,210,20,9,0.4
1.5,14,210,20,12,0.1
1.5,14,240,20,3,0.4
1.5,14,240,20,6,0.3
1.5,14,240,20,9,0.7
1.5,14,240,20,12,0.0
1.5,14,270,20,3,0.1
1.5,14,270,20,6,0.2
1.5,14,270,20,9,0.4
1.5,14,270,20,12,0.3
1.5,14,300,20,3,0.5
1.5,14,300,20,6,0.4
1.5,14,300,20,9,0.0
1.5,14,300,20,12,0.3
1.5,14,330,20,3,0.0
1.5,14,330,20,6,0.0
1.5,14,330,20,9,0.0
1.5,14,330,20,12,0.1
1.5,14,360,20,3,0.0
1.5,14,360,20,6,0.4
1.5,14,360,20,9,0.2
1.5,14,360,20,12,0.4
1.5,21,30,20,3,0.0
1.5,21,30,20,6,0.2
1.5,21,30,20,9,0.2
1.5,21,30,20,12,0.5
1.5,21,60,20,3,0.0
1.5,21,60,20,6,0.6
1.5,21,60,20,9,0.2
1.5,21,60,20,12,0.2
1.5,21,90,20,3,0.5
1.5,21,90,20,6,0.0
1.5,21,90,20,9,0.2
1.5,21,90,20,12,0.4
1.5,21,120,20,3,0.0
1.5,21,120,20,6,0.4
1.5,21,120,20,9,0.3
1.5,21,120,20,12,0.3
1.5,21,150,20,3,0.2
1.5,21,150,20,6,0.2
1.5,21,150,20,9,0.4
1.5,21,150,20,12,0.7
1.5,21,180,20,3,0.5
1.5,21,180,20,6,0.2
1.5,21,180,20,9,0.1
1.5,21,180,20,12,0.8
1.5,21,210,20,3,0.0
1.5,21,210,20,6,0.1
1.5,21,210,20,9,0.1
1.5,21,210,20,12,0.3
1.5,21,240,20,3,0.3
1.5,21,240,20,6,0.0
1.5,21,240,20,9,0.0
1.5,21,240,20,12,0.2
1.5,21,270,20,3,0.4
1.5,21,270,20,6,0.2
1.5,21,270,20,9,0.1
1.5,21,270,20,12,0.6
1.5,21,300,20,3,0.7
1.5,21,300,20,6,0.2
1.5,21,300,20,9,0.1
1.5,21,300,20,12,0.3
1.5,21,330,20,3,0.2
1.5,21,330,20,6,0.0
1.5,21,330,20,9,0.0
1.5,21,330,20,12,0.0
1.5,21,360,20,3,0.1
1.5,21,360,20,6,0.3
1.5,21,360,20,9,0.6
1.5,21,360,20,12,0.1
1.5,28,30,20,3,0.4
1.5,28,30,20,6,0.3
1.5,28,30,20,9,0.1
1.5,28,30,20,12,0.4
1.5,28,60,20,3,0.0
1.5,28,60,20,6,0.4
1.5,28,60,20,9,0.8
1.5,28,60,20,12,0.5
1.5,28,90,20,3,0.0
1.5,28,90,20,6,0.2
1.5,28,90,20,9,0.2
1.5,28,90,20,12,0.2
1.5,28,120,20,3,0.2
1.5,28,120,20,6,0.0
1.5,28,120,20,9,0.3
1.5,28,120,20,12,0.2
1.5,28,150,20,3,0.0
1.5,28,150,20,6,0.0
1.5,28,150,20,9,0.2
1.5,28,150,20,12,0.0
1.5,28,180,20,3,0.1
1.5,28,180,20,6,0.5
1.5,28,180,20,9,0.4
1.5,28,180,20,12,0.1
1.5,28,210,20,3,0.0
1.5,28,210,20,6,0.4
1.5,28,210,20,9,0.1
1.5,28,210,20,12,0.3
1.5,28,240,20,3,0.3
1.5,28,240,20,6,0.8
1.5,28,240,20,9,0.1
1.5,28,240,20,12,0.4
1.5,28,270,20,3,0.5
1.5,28,270,20,6,0.2
1.5,28,270,20,9,0.0
1.5,28,270,20,12,0.6
1.5,28,300,20,3,0.0
1.5,28,300,20,6,0.1
1.5,28,300,20,9,0.0
1.5,28,300,20,12,0.1
1.5,28,330,20,3,0.4
1.5,28,330,20,6,0.4
1.5,28,330,20,9,0.1
1.5,28,330,20,12,0.2
1.5,28,360,20,3,0.4
1.5,28,360,20,6,0.0
1.5,28,360,20,9,0.1
1.5,28,360,20,12,0.5
