ruido,frec_obs,periodo,n_seg,n_meses,ok
0.4,7,330,20,12,0.4
0.4,7,360,20,3,0.4
0.4,7,360,20,6,0.6
0.4,7,360,20,9,0.6
0.4,7,360,20,12,0.7
0.4,14,30,20,3,0.7
0.4,14,30,20,6,0.7
0.4,14,30,20,9,0.5
0.4,14,30,20,12,0.8
0.4,14,60,20,3,0.9
0.4,14,60,20,6,0.2
0.4,14,60,20,9,0.8
0.4,14,60,20,12,1.0
0.4,14,90,20,3,0.5
0.4,14,90,20,6,0.5
0.4,14,90,20,9,0.7
0.4,14,90,20,12,0.8
0.4,14,120,20,3,0.3
0.4,14,120,20,6,0.9
0.4,14,120,20,9,0.9
0.4,14,120,20,12,0.8
0.4,14,150,20,3,0.4
0.4,14,150,20,6,0.3
0.4,14,150,20,9,0.7
0.4,14,150,20,12,0.7
0.4,14,180,20,3,0.3
0.4,14,180,20,6,0.6
0.4,14,180,20,9,0.8
0.4,14,180,20,12,0.8
0.4,14,210,20,3,0.3
0.4,14,210,20,6,0.4
0.4,14,210,20,9,1.0
0.4,14,210,20,12,1.0
0.4,14,240,20,3,0.3
0.4,14,240,20,6,0.5
0.4,14,240,20,9,0.8
0.4,14,240,20,12,0.8
0.4,14,270,20,3,0.4
0.4,14,270,20,6,0.4
0.4,14,270,20,9,0.7
0.4,14,270,20,12,0.8
0.4,14,300,20,3,0.1
0.4,14,300,20,6,0.5
0.4,14,300,20,9,0.9
0.4,14,300,20,12,0.5
0.4,14,330,20,3,0.4
0.4,14,330,20,6,0.6
0.4,14,330,20,9,0.7
0.4,14,330,20,12,0.6
0.4,14,360,20,3,0.4
0.4,14,360,20,6,0.3
0.4,14,360,20,9,0.7
0.4,14,360,20,12,0.9
0.4,21,30,20,3,0.3
0.4,21,30,20,6,0.2
0.4,21,30,20,9,0.2
0.4,21,30,20,12,0.3
0.4,21,60,20,3,0.1
0.4,21,60,20,6,0.7
0.4,21,60,20,9,0.8
0.4,21,60,20,12,0.6
0.4,21,90,20,3,0.2
0.4,21,90,20,6,0.9
0.4,21,90,20,9,0.7
0.4,21,90,20,12,0.6
0.4,21,120,20,3,0.0
0.4,21,120,20,6,0.9
0.4,21,120,20,9,0.9
0.4,21,120,20,12,0.9
0.4,21,150,20,3,0.5
0.4,21,150,20,6,0.8
0.4,21,150,20,9,0.9
0.4,21,150,20,12,0.2
0.4,21,180,20,3,0.0
0.4,21,180,20,6,1.0
0.4,21,180,20,9,0.6
0.4,21,180,20,12,0.8
0.4,21,210,20,3,0.1
0.4,21,210,20,6,0.7
0.4,21,210,20,9,0.8
0.4,21,210,20,12,0.8
0.4,21,240,20,3,0.5
0.4,21,240,20,6,0.3
0.4,21,240,20,9,0.7
0.4,21,240,20,12,0.7
0.4,21,270,20,3,0.1
0.4,21,270,20,6,0.6
0.4,21,270,20,9,0.4
0.4,21,270,20,12,0.6
0.4,21,300,20,3,0.6
0.4,21,300,20,6,0.6
0.4,21,300,20,9,0.7
0.4,21,300,20,12,0.9
0.4,21,330,20,3,0.2
0.4,21,330,20,6,0.4
0.4,21,330,20,9,0.7
0.4,21,330,20,12,0.6
0.4,21,360,20,3,0.2
0.4,21,360,20,6,0.8
0.4,21,360,20,9,0.8
0.4,21,360,20,12,0.9
0.4,28,30,20,3,0.7
0.4,28,30,20,6,0.3
0.4,28,30,20,9,0.5
0.4,28,30,20,12,0.7
0.4,28,60,20,3,0.5
0.4,28,60,20,6,0.3
0.4,28,60,20,9,0.2
0.4,28,60,20,12,0.6
0.4,28,90,20,3,0.0
0.4,28,90,20,6,0.3
0.4,28,90,20,9,0.3
0.4,28,90,20,12,0.8
0.4,28,120,20,3,0.2
0.4,28,120,20,6,0.7
0.4,28,120,20,9,0.9
0.4,28,120,20,12,0.7
0.4,28,150,20,3,0.0
0.4,28,150,20,6,0.7
0.4,28,150,20,9,0.7
0.4,28,150,20,12,0.8
0.4,28,180,20,3,0.0
0.4,28,180,20,6,0.2
0.4,28,180,20,9,1.0
0.4,28,180,20,12,0.9
0.4,28,210,20,3,0.8
0.4,28,210,20,6,0.9
0.4,28,210,20,9,0.8
0.4,28,210,20,12,0.6
0.4,28,240,20,3,0.2
0.4,28,240,20,6,0.5
0.4,28,240,20,9,0.6
0.4,28,240,20,12,0.9
0.4,28,270,20,3,0.8
0.4,28,270,20,6,0.6
0.4,28,270,20,9,0.4
0.4,28,270,20,12,1.0
0.4,28,300,20,3,0.5
0.4,28,300,20,6,0.6
0.4,28,300,20,9,0.5
0.4,28,300,20,12,0.9
0.4,28,330,20,3,0.2
0.4,28,330,20,6,0.4
0.4,28,330,20,9,0.7
0.4,28,330,20,12,0.9
0.4,28,360,20,3,0.0
0.4,28,360,20,6,0.6
0.4,28,360,20,9,0.8
0.4,28,360,20,12,0.4
0.5,7,30,20,3,0.2
0.5,7,30,20,6,0.4
0.5,7,30,20,9,0.8
0.5,7,30,20,12,0.8
0.5,7,60,20,3,0.3
0.5,7,60,20,6,0.4
0.5,7,60,20,9,0.5
0.5,7,60,20,12,0.5
0.5,7,90,20,3,0.1
0.5,7,90,20,6,0.3
0.5,7,90,20,9,0.8
0.5,7,90,20,12,0.3
0.5,7,120,20,3,0.4
0.5,7,120,20,6,0.1
0.5,7,120,20,9,0.2
0.5,7,120,20,12,0.2
0.5,7,150,20,3,0.4
0.5,7,150,20,6,0.1
0.5,7,150,20,9,0.9
0.5,7,150,20,12,0.5
0.5,7,180,20,3,0.5
0.5,7,180,20,6,0.4
0.5,7,180,20,9,0.3
0.5,7,180,20,12,0.7
0.5,7,210,20,3,0.3
0.5,7,210,20,6,0.1
0.5,7,210,20,9,0.5
0.5,7,210,20,12,0.3
0.5,7,240,20,3,0.4
0.5,7,240,20,6,0.6
0.5,7,240,20,9,0.2
0.5,7,240,20,12,0.4
0.5,7,270,20,3,0.0
0.5,7,270,20,6,0.8
0.5,7,270,20,9,0.9
0.5,7,270,20,12,0.5
0.5,7,300,20,3,0.1
0.5,7,300,20,6,0.1
0.5,7,300,20,9,0.4
0.5,7,300,20,12,0.2
0.5,7,330,20,3,0.1
0.5,7,330,20,6,0.1
0.5,7,330,20,9,0.6
0.5,7,330,20,12,0.2
0.5,7,360,20,3,0.2
0.5,7,360,20,6,0.2
0.5,7,360,20,9,0.2
0.5,7,360,20,12,0.7
0.5,14,30,20,3,0.1
0.5,14,30,20,6,0.5
0.5,14,30,20,9,0.4
0.5,14,30,20,12,0.4
0.5,14,60,20,3,0.5
0.5,14,60,20,6,0.4
0.5,14,60,20,9,0.4
0.5,14,60,20,12,0.7
0.5,14,90,20,3,0.1
0.5,14,90,20,6,0.3
0.5,14,90,20,9,0.9
0.5,14,90,20,12,0.4
0.5,14,120,20,3,0.6
0.5,14,120,20,6,0.4
0.5,14,120,20,9,0.6
0.5,14,120,20,12,0.7
0.5,14,150,20,3,0.2
0.5,14,150,20,6,0.7
0.5,14,150,20,9,0.3
0.5,14,150,20,12,0.5
0.5,14,180,20,3,0.2
0.5,14,180,20,6,0.5
0.5,14,180,20,9,0.2
0.5,14,180,20,12,0.7
0.5,14,210,20,3,0.0
0.5,14,210,20,6,0.4
0.5,14,210,20,9,0.2
0.5,14,210,20,12,0.8
0.5,14,240,20,3,0.4
0.5,14,240,20,6,0.8
0.5,14,240,20,9,0.7
0.5,14,240,20,12,0.2
0.5,14,270,20,3,0.3
0.5,14,270,20,6,0.2
0.5,14,270,20,9,0.6
0.5,14,270,20,12,0.6
0.5,14,300,20,3,0.6
0.5,14,300,20,6,0.1
0.5,14,300,20,9,0.2
0.5,14,300,20,12,0.5
0.5,14,330,20,3,0.3
0.5,14,330,20,6,0.0
0.5,14,330,20,9,0.1
0.5,14,330,20,12,0.2
0.5,14,360,20,3,0.2
0.5,14,360,20,6,0.0
0.5,14,360,20,9,0.2
0.5,14,360,20,12,0.7
0.5,21,30,20,3,0.4
0.5,21,30,20,6,0.3
0.5,21,30,20,9,0.0
0.5,21,30,20,12,0.2
0.5,21,60,20,3,0.1
0.5,21,60,20,6,0.2
0.5,21,60,20,9,0.4
0.5,21,60,20,12,0.8
0.5,21,90,20,3,0.1
0.5,21,90,20,6,0.5
0.5,21,90,20,9,0.3
0.5,21,90,20,12,0.5
0.5,21,120,20,3,0.1
0.5,21,120,20,6,0.2
0.5,21,120,20,9,0.7
0.5,21,120,20,12,0.8
0.5,21,150,20,3,0.4
0.5,21,150,20,6,0.0
0.5,21,150,20,9,0.6
0.5,21,150,20,12,0.3
0.5,21,180,20,3,0.0
0.5,21,180,20,6,0.7
0.5,21,180,20,9,0.3
0.5,21,180,20,12,0.7
0.5,21,210,20,3,0.0
0.5,21,210,20,6,0.4
0.5,21,210,20,9,0.0
0.5,21,210,20,12,0.9
0.5,21,240,20,3,0.0
0.5,21,240,20,6,0.5
0.5,21,240,20,9,0.6
0.5,21,240,20,12,0.6
0.5,21,270,20,3,0.0
0.5,21,270,20,6,0.5
0.5,21,270,20,9,0.8
0.5,21,270,20,12,0.3
0.5,21,300,20,3,0.3
0.5,21,300,20,6,0.4
0.5,21,300,20,9,0.5
0.5,21,300,20,12,0.7
0.5,21,330,20,3,0.4
0.5,21,330,20,6,0.6
0.5,21,330,20,9,0.5
0.5,21,330,20,12,0.4
0.5,21,360,20,3,0.1
0.5,21,360,20,6,0.1
0.5,21,360,20,9,0.6
0.5,21,360,20,12,0.3
0.5,28,30,20,3,0.4
0.5,28,30,20,6,0.2
0.5,28,30,20,9,0.2
0.5,28,30,20,12,0.4
0.5,28,60,20,3,0.4
0.5,28,60,20,6,0.0
0.5,28,60,20,9,0.4
0.5,28,60,20,12,0.6
0.5,28,90,20,3,0.4
0.5,28,90,20,6,0.2
0.5,28,90,20,9,0.4
0.5,28,90,20,12,0.5
0.5,28,120,20,3,0.0
0.5,28,120,20,6,0.2
0.5,28,120,20,9,0.5
0.5,28,120,20,12,0.6
0.5,28,150,20,3,0.5
0.5,28,150,20,6,0.0
0.5,28,150,20,9,0.4
0.5,28,150,20,12,0.7
0.5,28,180,20,3,0.4
0.5,28,180,20,6,0.2
0.5,28,180,20,9,0.7
0.5,28,180,20,12,0.7
0.5,28,210,20,3,0.4
0.5,28,210,20,6,0.2
0.5,28,210,20,9,0.6
0.5,28,210,20,12,0.7
0.5,28,240,20,3,0.1
0.5,28,240,20,6,0.4
0.5,28,240,20,9,0.5
0.5,28,240,20,12,0.7
0.5,28,270,20,3,0.1
0.5,28,270,20,6,0.5
0.5,28,270,20,9,0.4
0.5,28,270,20,12,1.0
0.5,28,300,20,3,0.7
0.5,28,300,20,6,0.3
0.5,28,300,20,9,0.5
0.5,28,300,20,12,0.6
0.5,28,330,20,3,0.1
0.5,28,330,20,6,0.1
0.5,28,330,20,9,0.6
0.5,28,330,20,12,0.5
0.5,28,360,20,3,0.0
0.5,28,360,20,6,0.2
0.5,28,360,20,9,0.3
0.5,28,360,20,12,0.2
0.6000000000000001,7,30,20,3,0.1
0.6000000000000001,7,30,20,6,0.2
0.6000000000000001,7,30,20,9,0.1
0.6000000000000001,7,30,20,12,0.4
0.6000000000000001,7,60,20,3,0.3
0.6000000000000001,7,60,20,6,0.4
0.6000000000000001,7,60,20,9,0.7
0.6000000000000001,7,60,20,12,0.4
0.6000000000000001,7,90,20,3,0.5
0.6000000000000001,7,90,20,6,0.1
0.6000000000000001,7,90,20,9,0.1
0.6000000000000001,7,90,20,12,1.0
0.6000000000000001,7,120,20,3,0.0
0.6000000000000001,7,120,20,6,0.1
0.6000000000000001,7,120,20,9,0.5
0.6000000000000001,7,120,20,12,0.6
0.6000000000000001,7,150,20,3,0.5
0.6000000000000001,7,150,20,6,0.0
0.6000000000000001,7,150,20,9,0.4
0.6000000000000001,7,150,20,12,0.3
0.6000000000000001,7,180,20,3,0.1
0.6000000000000001,7,180,20,6,0.4
0.6000000000000001,7,180,20,9,0.5
0.6000000000000001,7,180,20,12,0.1
0.6000000000000001,7,210,20,3,0.1
0.6000000000000001,7,210,20,6,0.1
0.6000000000000001,7,210,20,9,0.6
0.6000000000000001,7,210,20,12,0.1
0.6000000000000001,7,240,20,3,0.2
0.6000000000000001,7,240,20,6,0.5
0.6000000000000001,7,240,20,9,0.2
0.6000000000000001,7,240,20,12,0.4
0.6000000000000001,7,270,20,3,0.6
0.6000000000000001,7,270,20,6,0.4
0.6000000000000001,7,270,20,9,0.2
0.6000000000000001,7,270,20,12,0.3
0.6000000000000001,7,300,20,3,0.7
0.6000000000000001,7,300,20,6,0.1
0.6000000000000001,7,300,20,9,0.4
0.6000000000000001,7,300,20,12,0.4
0.6000000000000001,7,330,20,3,0.1
0.6000000000000001,7,330,20,6,0.0
0.6000000000000001,7,330,20,9,0.0
0.6000000000000001,7,330,20,12,0.2
0.6000000000000001,7,360,20,3,0.2
0.6000000000000001,7,360,20,6,0.3
0.6000000000000001,7,360,20,9,0.3
0.6000000000000001,7,360,20,12,0.0
0.6000000000000001,14,30,20,3,0.3
0.6000000000000001,14,30,20,6,0.4
0.6000000000000001,14,30,20,9,0.5
0.6000000000000001,14,30,20,12,0.8
0.6000000000000001,14,60,20,3,0.2
0.6000000000000001,14,60,20,6,0.3
0.6000000000000001,14,60,20,9,0.5
0.6000000000000001,14,60,20,12,0.6
0.6000000000000001,14,90,20,3,0.0
0.6000000000000001,14,90,20,6,0.2
0.6000000000000001,14,90,20,9,0.5
0.6000000000000001,14,90,20,12,0.4
0.6000000000000001,14,120,20,3,0.3
0.6000000000000001,14,120,20,6,0.2
0.6000000000000001,14,120,20,9,0.1
0.6000000000000001,14,120,20,12,0.1
0.6000000000000001,14,150,20,3,0.1
0.6000000000000001,14,150,20,6,0.2
0.6000000000000001,14,150,20,9,0.4
0.6000000000000001,14,150,20,12,0.3
0.6000000000000001,14,180,20,3,0.3
0.6000000000000001,14,180,20,6,0.2
0.6000000000000001,14,180,20,9,0.2
0.6000000000000001,14,180,20,12,0.2
0.6000000000000001,14,210,20,3,0.3
0.6000000000000001,14,210,20,6,0.5
0.6000000000000001,14,210,20,9,0.2
0.6000000000000001,14,210,20,12,0.7
0.6000000000000001,14,240,20,3,0.2
0.6000000000000001,14,240,20,6,0.0
0.6000000000000001,14,240,20,9,0.0
0.6000000000000001,14,240,20,12,0.1
0.6000000000000001,14,270,20,3,0.4
0.6000000000000001,14,270,20,6,0.4
0.6000000000000001,14,270,20,9,0.5
0.6000000000000001,14,270,20,12,0.4
0.6000000000000001,14,300,20,3,0.2
0.6000000000000001,14,300,20,6,0.3
0.6000000000000001,14,300,20,9,0.3
0.6000000000000001,14,300,20,12,0.4
0.6000000000000001,14,330,20,3,0.0
0.6000000000000001,14,330,20,6,0.0
0.6000000000000001,14,330,20,9,0.6
0.6000000000000001,14,330,20,12,0.5
0.6000000000000001,14,360,20,3,0.2
0.6000000000000001,14,360,20,6,0.3
0.6000000000000001,14,360,20,9,0.4
0.6000000000000001,14,360,20,12,0.3
0.6000000000000001,21,30,20,3,0.0
0.6000000000000001,21,30,20,6,0.5
0.6000000000000001,21,30,20,9,0.0
0.6000000000000001,21,30,20,12,0.2
0.6000000000000001,21,60,20,3,0.4
0.6000000000000001,21,60,20,6,0.0
0.6000000000000001,21,60,20,9,0.7
0.6000000000000001,21,60,20,12,0.0
0.6000000000000001,21,90,20,3,0.2
0.6000000000000001,21,90,20,6,0.0
0.6000000000000001,21,90,20,9,0.1
0.6000000000000001,21,90,20,12,0.4
0.6000000000000001,21,120,20,3,0.1
0.6000000000000001,21,120,20,6,0.3
0.6000000000000001,21,120,20,9,0.3
0.6000000000000001,21,120,20,12,0.1
0.6000000000000001,21,150,20,3,0.1
0.6000000000000001,21,150,20,6,0.3
0.6000000000000001,21,150,20,9,0.4
0.6000000000000001,21,150,20,12,0.4
0.6000000000000001,21,180,20,3,0.2
0.6000000000000001,21,180,20,6,0.0
0.6000000000000001,21,180,20,9,0.2
0.6000000000000001,21,180,20,12,0.5
0.6000000000000001,21,210,20,3,0.0
0.6000000000000001,21,210,20,6,0.4
0.6000000000000001,21,210,20,9,0.3
0.6000000000000001,21,210,20,12,0.6
0.6000000000000001,21,240,20,3,0.2
0.6000000000000001,21,240,20,6,0.5
0.6000000000000001,21,240,20,9,0.5
0.6000000000000001,21,240,20,12,0.0
0.6000000000000001,21,270,20,3,0.0
0.6000000000000001,21,270,20,6,0.3
0.6000000000000001,21,270,20,9,0.3
0.6000000000000001,21,270,20,12,0.5
0.6000000000000001,21,300,20,3,0.6
0.6000000000000001,21,300,20,6,0.1
0.6000000000000001,21,300,20,9,0.3
0.6000000000000001,21,300,20,12,0.3
0.6000000000000001,21,330,20,3,0.2
0.6000000000000001,21,330,20,6,0.2
0.6000000000000001,21,330,20,9,0.1
0.6000000000000001,21,330,20,12,0.0
0.6000000000000001,21,360,20,3,0.3
0.6000000000000001,21,360,20,6,0.5
0.6000000000000001,21,360,20,9,0.2
0.6000000000000001,21,360,20,12,0.4
0.6000000000000001,28,30,20,3,0.1
0.6000000000000001,28,30,20,6,0.0
0.6000000000000001,28,30,20,9,0.1
0.6000000000000001,28,30,20,12,0.1
0.6000000000000001,28,60,20,3,0.1
0.6000000000000001,28,60,20,6,0.2
0.6000000000000001,28,60,20,9,0.3
0.6000000000000001,28,60,20,12,0.7
0.6000000000000001,28,90,20,3,0.0
0.6000000000000001,28,90,20,6,0.2
0.6000000000000001,28,90,20,9,0.3
0.6000000000000001,28,90,20,12,0.6
0.6000000000000001,28,120,20,3,0.1
0.6000000000000001,28,120,20,6,0.1
0.6000000000000001,28,120,20,9,0.4
0.6000000000000001,28,120,20,12,0.3
0.6000000000000001,28,150,20,3,0.0
0.6000000000000001,28,150,20,6,0.0
0.6000000000000001,28,150,20,9,0.6
0.6000000000000001,28,150,20,12,0.0
0.6000000000000001,28,180,20,3,0.2
0.6000000000000001,28,180,20,6,0.5
0.6000000000000001,28,180,20,9,0.4
0.6000000000000001,28,180,20,12,0.9
0.6000000000000001,28,210,20,3,0.3
0.6000000000000001,28,210,20,6,0.3
0.6000000000000001,28,210,20,9,0.5
0.6000000000000001,28,210,20,12,0.4
0.6000000000000001,28,240,20,3,0.0
0.6000000000000001,28,240,20,6,0.6
0.6000000000000001,28,240,20,9,0.0
0.6000000000000001,28,240,20,12,0.2
0.6000000000000001,28,270,20,3,0.2
0.6000000000000001,28,270,20,6,0.4
0.6000000000000001,28,270,20,9,0.2
0.6000000000000001,28,270,20,12,0.2
0.6000000000000001,28,300,20,3,0.4
0.6000000000000001,28,300,20,6,0.2
0.6000000000000001,28,300,20,9,0.0
0.6000000000000001,28,300,20,12,0.4
0.6000000000000001,28,330,20,3,0.0
0.6000000000000001,28,330,20,6,0.0
0.6000000000000001,28,330,20,9,0.4
0.6000000000000001,28,330,20,12,0.6
0.6000000000000001,28,360,20,3,0.4
0.6000000000000001,28,360,20,6,0.1
0.6000000000000001,28,360,20,9,0.4
0.6000000000000001,28,360,20,12,0.7
0.7000000000000001,7,30,20,3,0.4
0.7000000000000001,7,30,20,6,0.3
0.7000000000000001,7,30,20,9,0.7
0.7000000000000001,7,30,20,12,0.3
0.7000000000000001,7,60,20,3,0.2
0.7000000000000001,7,60,20,6,0.3
0.7000000000000001,7,60,20,9,0.3
0.7000000000000001,7,60,20,12,0.4
0.7000000000000001,7,90,20,3,0.1
0.7000000000000001,7,90,20,6,0.3
0.7000000000000001,7,90,20,9,0.1
0.7000000000000001,7,90,20,12,0.8
0.7000000000000001,7,120,20,3,0.1
0.7000000000000001,7,120,20,6,0.1
0.7000000000000001,7,120,20,9,0.0
0.7000000000000001,7,120,20,12,0.5
0.7000000000000001,7,150,20,3,0.2
0.7000000000000001,7,150,20,6,0.4
0.7000000000000001,7,150,20,9,0.6
0.7000000000000001,7,150,20,12,0.8
0.7000000000000001,7,180,20,3,0.2
0.7000000000000001,7,180,20,6,0.2
0.7000000000000001,7,180,20,9,0.2
0.7000000000000001,7,180,20,12,0.1
0.7000000000000001,7,210,20,3,0.2
0.7000000000000001,7,210,20,6,0.4
0.7000000000000001,7,210,20,9,0.2
0.7000000000000001,7,210,20,12,0.2
0.7000000000000001,7,240,20,3,0.2
0.7000000000000001,7,240,20,6,0.4
0.7000000000000001,7,240,20,9,0.2
0.7000000000000001,7,240,20,12,0.8
0.7000000000000001,7,270,20,3,0.2
0.7000000000000001,7,270,20,6,0.1
0.7000000000000001,7,270,20,9,0.0
0.7000000000000001,7,270,20,12,0.1
0.7000000000000001,7,300,20,3,0.6
0.7000000000000001,7,300,20,6,0.6
0.7000000000000001,7,300,20,9,0.6
0.7000000000000001,7,300,20,12,0.2
0.7000000000000001,7,330,20,3,0.2
0.7000000000000001,7,330,20,6,0.8
0.7000000000000001,7,330,20,9,0.4
0.7000000000000001,7,330,20,12,0.3
0.7000000000000001,7,360,20,3,0.6
0.7000000000000001,7,360,20,6,0.5
0.7000000000000001,7,360,20,9,0.6
0.7000000000000001,7,360,20,12,0.5
0.7000000000000001,14,30,20,3,0.0
0.7000000000000001,14,30,20,6,0.3
0.7000000000000001,14,30,20,9,0.1
0.7000000000000001,14,30,20,12,0.4
0.7000000000000001,14,60,20,3,0.3
0.7000000000000001,14,60,20,6,0.1
0.7000000000000001,14,60,20,9,0.0
0.7000000000000001,14,60,20,12,0.4
0.7000000000000001,14,90,20,3,0.2
0.7000000000000001,14,90,20,6,0.1
0.7000000000000001,14,90,20,9,0.4
0.7000000000000001,14,90,20,12,0.6
0.7000000000000001,14,120,20,3,0.6
0.7000000000000001,14,120,20,6,0.0
0.7000000000000001,14,120,20,9,0.2
0.7000000000000001,14,120,20,12,0.4
0.7000000000000001,14,150,20,3,0.0
0.7000000000000001,14,150,20,6,0.3
0.7000000000000001,14,150,20,9,0.2
0.7000000000000001,14,150,20,12,0.0
0.7000000000000001,14,180,20,3,0.1
0.7000000000000001,14,180,20,6,0.2
0.7000000000000001,14,180,20,9,0.1
0.7000000000000001,14,180,20,12,0.0
0.7000000000000001,14,210,20,3,0.0
0.7000000000000001,14,210,20,6,0.6
0.7000000000000001,14,210,20,9,0.1
0.7000000000000001,14,210,20,12,0.1
0.7000000000000001,14,240,20,3,0.0
0.7000000000000001,14,240,20,6,0.0
0.7000000000000001,14,240,20,9,0.3
0.7000000000000001,14,240,20,12,0.5
0.7000000000000001,14,270,20,3,0.1
0.7000000000000001,14,270,20,6,0.6
0.7000000000000001,14,270,20,9,0.0
0.7000000000000001,14,270,20,12,0.4
0.7000000000000001,14,300,20,3,0.3
0.7000000000000001,14,300,20,6,0.1
0.7000000000000001,14,300,20,9,0.1
0.7000000000000001,14,300,20,12,0.2
0.7000000000000001,14,330,20,3,0.3
0.7000000000000001,14,330,20,6,0.2
0.7000000000000001,14,330,20,9,0.4
0.7000000000000001,14,330,20,12,0.2
0.7000000000000001,14,360,20,3,0.1
0.7000000000000001,14,360,20,6,0.2
0.7000000000000001,14,360,20,9,0.7
0.7000000000000001,14,360,20,12,0.0
0.7000000000000001,21,30,20,3,0.2
0.7000000000000001,21,30,20,6,0.3
0.7000000000000001,21,30,20,9,0.1
0.7000000000000001,21,30,20,12,0.3
0.7000000000000001,21,60,20,3,0.3
0.7000000000000001,21,60,20,6,0.6
0.7000000000000001,21,60,20,9,0.4
0.7000000000000001,21,60,20,12,0.2
0.7000000000000001,21,90,20,3,0.7
0.7000000000000001,21,90,20,6,0.1
0.7000000000000001,21,90,20,9,0.3
0.7000000000000001,21,90,20,12,0.3
0.7000000000000001,21,120,20,3,0.5
0.7000000000000001,21,120,20,6,0.0
0.7000000000000001,21,120,20,9,0.2
0.7000000000000001,21,120,20,12,0.6
0.7000000000000001,21,150,20,3,0.3
0.7000000000000001,21,150,20,6,0.0
0.7000000000000001,21,150,20,9,0.2
0.7000000000000001,21,150,20,12,0.1
0.7000000000000001,21,180,20,3,0.0
0.7000000000000001,21,180,20,6,0.0
0.7000000000000001,21,180,20,9,0.1
0.7000000000000001,21,180,20,12,0.2
0.7000000000000001,21,210,20,3,0.1
0.7000000000000001,21,210,20,6,0.2
0.7000000000000001,21,210,20,9,0.5
0.7000000000000001,21,210,20,12,0.9
0.7000000000000001,21,240,20,3,0.1
0.7000000000000001,21,240,20,6,0.3
0.7000000000000001,21,240,20,9,0.2
0.7000000000000001,21,240,20,12,0.7
0.7000000000000001,21,270,20,3,0.4
0.7000000000000001,21,270,20,6,0.2
0.7000000000000001,21,270,20,9,0.4
0.7000000000000001,21,270,20,12,0.3
0.7000000000000001,21,300,20,3,0.2
0.7000000000000001,21,300,20,6,0.2
0.7000000000000001,21,300,20,9,0.6
0.7000000000000001,21,300,20,12,0.3
0.7000000000000001,21,330,20,3,0.1
0.7000000000000001,21,330,20,6,0.0
0.7000000000000001,21,330,20,9,0.6
0.7000000000000001,21,330,20,12,0.3
0.7000000000000001,21,360,20,3,0.1
0.7000000000000001,21,360,20,6,0.5
0.7000000000000001,21,360,20,9,0.1
0.7000000000000001,21,360,20,12,0.3
0.7000000000000001,28,30,20,3,0.1
0.7000000000000001,28,30,20,6,0.6
0.7000000000000001,28,30,20,9,0.4
0.7000000000000001,28,30,20,12,0.4
0.7000000000000001,28,60,20,3,0.5
0.7000000000000001,28,60,20,6,0.4
0.7000000000000001,28,60,20,9,0.2
0.7000000000000001,28,60,20,12,0.1
0.7000000000000001,28,90,20,3,0.2
0.7000000000000001,28,90,20,6,0.3
0.7000000000000001,28,90,20,9,0.0
0.7000000000000001,28,90,20,12,0.2
0.7000000000000001,28,120,20,3,0.0
0.7000000000000001,28,120,20,6,0.0
0.7000000000000001,28,120,20,9,0.5
0.7000000000000001,28,120,20,12,0.8
0.7000000000000001,28,150,20,3,0.0
0.7000000000000001,28,150,20,6,0.4
0.7000000000000001,28,150,20,9,0.0
0.7000000000000001,28,150,20,12,0.2
0.7000000000000001,28,180,20,3,0.4
0.7000000000000001,28,180,20,6,0.1
0.7000000000000001,28,180,20,9,0.4
0.7000000000000001,28,180,20,12,0.8
0.7000000000000001,28,210,20,3,0.7
0.7000000000000001,28,210,20,6,0.1
0.7000000000000001,28,210,20,9,0.4
0.7000000000000001,28,210,20,12,0.6
0.7000000000000001,28,240,20,3,0.1
0.7000000000000001,28,240,20,6,0.1
0.7000000000000001,28,240,20,9,0.4
0.7000000000000001,28,240,20,12,0.4
0.7000000000000001,28,270,20,3,0.2
0.7000000000000001,28,270,20,6,0.0
0.7000000000000001,28,270,20,9,0.2
0.7000000000000001,28,270,20,12,0.4
0.7000000000000001,28,300,20,3,0.5
0.7000000000000001,28,300,20,6,0.3
0.7000000000000001,28,300,20,9,0.7
0.7000000000000001,28,300,20,12,0.3
0.7000000000000001,28,330,20,3,0.1
0.7000000000000001,28,330,20,6,0.6
0.7000000000000001,28,330,20,9,0.3
0.7000000000000001,28,330,20,12,0.2
0.7000000000000001,28,360,20,3,0.1
0.7000000000000001,28,360,20,6,0.1
0.7000000000000001,28,360,20,9,0.7
0.7000000000000001,28,360,20,12,0.3
0.8,7,30,20,3,0.3
0.8,7,30,20,6,0.1
0.8,7,30,20,9,0.4
0.8,7,30,20,12,0.4
0.8,7,60,20,3,0.5
0.8,7,60,20,6,0.6
0.8,7,60,20,9,0.4
0.8,7,60,20,12,0.1
0.8,7,90,20,3,0.5
0.8,7,90,20,6,0.4
0.8,7,90,20,9,0.5
0.8,7,90,20,12,0.3
0.8,7,120,20,3,0.3
0.8,7,120,20,6,0.5
0.8,7,120,20,9,0.5
0.8,7,120,20,12,0.0
0.8,7,150,20,3,0.0
0.8,7,150,20,6,0.3
0.8,7,150,20,9,0.1
0.8,7,150,20,12,0.6
0.8,7,180,20,3,0.2
0.8,7,180,20,6,0.4
0.8,7,180,20,9,0.4
0.8,7,180,20,12,0.6
0.8,7,210,20,3,0.6
0.8,7,210,20,6,0.0
0.8,7,210,20,9,0.2
0.8,7,210,20,12,0.1
